"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","GO Molecular Function","GO:0004857","enzyme inhibitor activity","144","3","0.593","0.5751","-0.798","0.897971028252137","0.0467376749955023","1","0.948427364017888","1","Spn43Ad,Spn77Ba,Timp","FBgn0044011,FBgn0262057,FBgn0025879"
"","GO Biological Processes","GO:0051603","proteolysis involved in protein catabolic process","387","10","1.976","0.7133","-0.487","0.899065706277392","0.0462085676316976","1","0.949182544634071","1","CtsF,FBXO11,CG40045,pic,Usp5,ctrip,Ide,CG7546,Rpt6R,Bruce","FBgn0260462,FBgn0037760,FBgn0058045,FBgn0260962,FBgn0035402,FBgn0260794,FBgn0001247,FBgn0035793,FBgn0039788,FBgn0266717"
"","GO Molecular Function","GO:0008047","enzyme activator activity","182","4","0.791","0.6067","-0.721","0.900192259392132","0.0456647258096004","1","0.949731931113127","1","Tbc1d8-9,raskol,RasGAP1,norpA","FBgn0037074,FBgn0261570,FBgn0004390,FBgn0262738"
"","GO Cellular Component","GO:0140513","nuclear protein-containing complex","893","26","5.138","0.8037","-0.315","0.900756177695166","0.0453927506544959","1","0.949731931113127","1","Rm62,slx1,CG16779,Samuel,MED31,Pms2,dikar,hth,Rrp42,Panx,CG1965,MED16,hyx,CG11970,MED6,Set1,Cyp40,CG32564,phol,Ice2,MED1,CG11788,gpp,topi,Psf2,E(bx)","FBgn0003261,FBgn0037263,FBgn0037698,FBgn0032330,FBgn0037262,FBgn0011660,FBgn0261934,FBgn0001235,FBgn0034065,FBgn0034617,FBgn0037466,FBgn0034707,FBgn0037657,FBgn0027503,FBgn0024330,FBgn0040022,FBgn0036020,FBgn0052564,FBgn0035997,FBgn0038860,FBgn0037109,FBgn0034495,FBgn0264495,FBgn0037751,FBgn0261976,FBgn0000541"
"","GO Molecular Function","GO:0015081","sodium ion transmembrane transporter activity","106","2","0.395","0.5208","-0.941","0.901105656240135","0.0452242842352976","1","0.949731931113127","1","GluRIA,ine","FBgn0004619,FBgn0011603"
"","GO Molecular Function","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","106","2","0.395","0.5208","-0.941","0.901105656240135","0.0452242842352976","1","0.949731931113127","1","sgl,Tdh","FBgn0261445,FBgn0036997"
"","GO Cellular Component","GO:0000228","nuclear chromosome","146","3","0.593","0.5672","-0.818","0.903091289137441","0.0442683467354968","1","0.950622409618359","1","slx1,CG11970,Psf2","FBgn0037263,FBgn0027503,FBgn0261976"
"","GO Biological Processes","GO:0007314","oocyte anterior/posterior axis specification","107","2","0.395","0.516","-0.955","0.903990112066272","0.0438363198548811","1","0.951168047207778","1","rump,baz","FBgn0267790,FBgn0000163"
"","GO Biological Processes","GO:0031047","regulatory ncRNA-mediated gene silencing","256","6","1.186","0.647","-0.628","0.906204169031012","0.0427739441619107","1","0.95269572017558","1","Panx,Cyp40,AGO3,Fmr1,Rm62,BoYb","FBgn0034617,FBgn0036020,FBgn0250816,FBgn0028734,FBgn0003261,FBgn0037205"
"","GO Molecular Function","GO:0022804","active transmembrane transporter activity","256","6","1.186","0.647","-0.628","0.906204169031012","0.0427739441619107","1","0.95269572017558","1","Atet,lovit,CG7720,Ae2,ine,MCU","FBgn0020762,FBgn0267429,FBgn0038652,FBgn0036043,FBgn0011603,FBgn0042185"
